module_id,record_kind,proto_file,message_type,field_number,field_name,field_path,cardinality,field_type,semantic_role,evidence_status,live_message_count,live_occurrence_count,live_nonempty_count,live_distinct_count,variability,source_session
adventure,schema_field,Adventure.proto,Casino.ActiveMissions,2,mission,mission,repeated,Casino.Mission,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.ActiveMissions,1,slot_name,slot_name,optional,string,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureActivePhaseRequest,1,theme_id,theme_id,required,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureActivePhaseResponse,5,adventure_phase_state,adventure_phase_state,optional,Casino.AdventurePhaseState,progression/state,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureActivePhaseResponse,4,difficulties,difficulties,optional,Casino.DifficultyList,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureActivePhaseResponse,3,error_code,error_code,optional,int32,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureActivePhaseResponse,2,phase_id,phase_id,optional,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureActivePhaseResponse,6,phase_locked,phase_locked,optional,Casino.PhaseLocked,progression/state,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureActivePhaseResponse,7,show_intro,show_intro,optional,bool,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureActivePhaseResponse,1,status,status,required,Casino.AdventureActivePhaseResponse.Status,progression/state,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureBackground,2,background_id,background_id,required,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureBackground,1,phase_id,phase_id,required,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureDifficultyRequest,2,difficulty_id,difficulty_id,required,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureDifficultyRequest,1,theme_id,theme_id,required,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureMissionUpdateRequest,3,mission,mission,optional,Casino.Mission,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureMissionUpdateRequest,2,slot_name,slot_name,optional,string,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureMissionUpdateRequest,1,theme_id,theme_id,optional,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventurePhaseState,4,difficulty_id,difficulty_id,optional,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventurePhaseState,1,milestone,milestone,repeated,Casino.Milestone,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventurePhaseState,2,pending_reward,pending_reward,optional,Casino.MilestoneReward,reward/output,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventurePhaseState,3,skip_balance,skip_balance,optional,int64,currency/balance,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureSkipMissionRequest,2,mission_order_idx,mission_order_idx,required,int32,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureSkipMissionRequest,1,theme_id,theme_id,required,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureSkipMissionResponse,2,error_code,error_code,optional,int32,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureSkipMissionResponse,4,pending_milestone_rewards,pending_milestone_rewards,optional,int32,reward/output,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureSkipMissionResponse,3,skip_balance,skip_balance,optional,int64,currency/balance,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureSkipMissionResponse,1,status,status,required,Casino.AdventureSkipMissionResponse.Status,progression/state,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureUpdateRequest,8,active_missions,active_missions,optional,Casino.ActiveMissions,progression/state,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureUpdateRequest,5,art_config,art_config,optional,Casino.Art,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureUpdateRequest,13,background,background,repeated,Casino.AdventureBackground,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureUpdateRequest,2,event_id,event_id,optional,string,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureUpdateRequest,3,expire_timestamp_in_seconds,expire_timestamp_in_seconds,optional,uint64,timing/reset/expiry,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureUpdateRequest,11,item,item,repeated,Casino.Item,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureUpdateRequest,7,pending_milestone_rewards,pending_milestone_rewards,optional,int32,reward/output,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureUpdateRequest,12,phase_id,phase_id,optional,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureUpdateRequest,9,phase_locked,phase_locked,optional,Casino.PhaseLocked,progression/state,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureUpdateRequest,10,skip_balance,skip_balance,optional,int64,currency/balance,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureUpdateRequest,1,status,status,required,Casino.AdventureUpdateRequest.Status,progression/state,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureUpdateRequest,4,theme_id,theme_id,optional,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.AdventureUpdateRequest,6,unlock_level,unlock_level,optional,int32,segment/eligibility/limit,schema-only,0,,,,not-observed,
adventure,schema_field,Common.proto,Casino.ClubSetMilestoneReward,1,bundle_id,bundle_id,optional,string,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Common.proto,Casino.ClubSetMilestoneReward,4,club_reward,club_reward,repeated,Casino.Reward,reward/output,schema-only,0,,,,not-observed,
adventure,schema_field,Common.proto,Casino.ClubSetMilestoneReward,2,step,step,optional,int32,other,schema-only,0,,,,not-observed,
adventure,schema_field,Common.proto,Casino.ClubSetMilestoneReward,3,user_reward,user_reward,repeated,Casino.Reward,reward/output,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Difficulty,1,id,id,required,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Difficulty,2,item,item,repeated,Casino.Item,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Difficulty,3,min_bet,min_bet,optional,Casino.Chips,cost/input,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.DifficultyList,1,difficulty,difficulty,repeated,Casino.Difficulty,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Milestone,1,id,id,required,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Milestone,4,item,item,repeated,Casino.Item,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Milestone,2,slot_name,slot_name,required,string,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Milestone,3,state,state,required,Casino.Milestone.State,progression/state,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.MilestoneReward,1,bundle_id,bundle_id,optional,string,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.MilestoneReward,3,item,item,repeated,Casino.Item,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.MilestoneReward,2,milestone_id,milestone_id,optional,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Mission,5,limitation,limitation,repeated,Casino.Mission.Limitation,segment/eligibility/limit,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Mission,1,mission_name,mission_name,required,string,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Mission,2,mission_order_idx,mission_order_idx,required,int32,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Mission,4,progress,progress,required,Casino.BigNumber,progression/state,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Mission,3,requirement,requirement,required,Casino.BigNumber,cost/input,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Mission,6,skip_cost,skip_cost,optional,int64,cost/input,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Mission.Limitation,1,type,type,required,string,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Mission.Limitation,2,value_big_int,value_big_int,optional,Casino.BigNumber,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.Mission.Limitation,3,value_bool,value_bool,optional,bool,other,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.PhaseLocked,1,phase_id,phase_id,required,int32,entity/id,schema-only,0,,,,not-observed,
adventure,schema_field,Adventure.proto,Casino.PhaseLocked,2,unlock_timestamp_in_seconds,unlock_timestamp_in_seconds,optional,uint64,timing/reset/expiry,schema-only,0,,,,not-observed,
adventure,schema_field,Common.proto,Casino.Reward.AdventureSkipToken,1,amount,amount,required,int64,cost/input,schema-only,0,,,,not-observed,
adventure,schema_field,Common.proto,Casino.TimeBasedCharmsMilestoneReward,2,reward,reward,repeated,Casino.Reward,reward/output,schema-only,0,,,,not-observed,
adventure,schema_field,Common.proto,Casino.TimeBasedCharmsMilestoneReward,1,step,step,required,int32,other,schema-only,0,,,,not-observed,
authentication,live_path,AppServer.proto,Casino.LoginRequest,,common_config_hash,common_config_hash,observed,string,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginRequest,,device_model,device_model,observed,string,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginRequest,,device_os_version,device_os_version,observed,string,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginRequest,,language,language,observed,string,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginRequest,,password,password,observed,string,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginRequest,,platform_config_hash,platform_config_hash,observed,string,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginRequest,,reconnect,reconnect,observed,boolean,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginRequest,,time_zone,time_zone,observed,integer,timing/reset/expiry,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginRequest,,user_id,user_id,observed,string,entity/id,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,additional_data,additional_data,observed,object,other,observed-live,1,,,,not-assessed,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,benefits_not_shown,benefits_not_shown,observed,boolean,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,club_join_incentive,club_join_incentive,observed,boolean,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,club_season_id,club_season.club_season_id,observed,string,entity/id,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,end_time,club_season.end_time,observed,integer,timing/reset/expiry,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,action,club_season.reward[].reward[].action,observed,string,reward/output,observed-live,1,26,26,2,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,from_place,club_season.reward[].reward[].from_place,observed,integer,reward/output,observed-live,1,56,56,5,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,lobby_bonuses_frac_delta,club_season.reward[].reward[].lobby_bonuses_frac_delta,observed,number,reward/output,observed-live,1,56,56,56,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,type,consent[].type,observed,integer,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,version,consent[].version,observed,integer,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,country,country,observed,string,segment/eligibility/limit,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,create_account_timestamp,create_account_timestamp,observed,integer,timing/reset/expiry,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,daily_bonus_timer,daily_bonus_timer,observed,integer,timing/reset/expiry,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,key,econ_stats.stat[].key,observed,integer,entity/id,observed-live,1,36,36,36,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,value_double,econ_stats.stat[].value_double,observed,number,other,observed-live,1,12,12,10,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,value_int,econ_stats.stat[].value_int,observed,string,other,observed-live,1,24,24,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,email_marketing_status,email_marketing_status,observed,string,progression/state,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,end_of_day,end_of_day,observed,integer,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,player_auths,external_auth_mapping.player_auths[],observed,string,other,observed-live,1,2,2,2,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,external_tag,external_tag[],observed,string,other,observed-live,1,3,3,3,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,facebook_app_id,facebook_data[].facebook_app_id,observed,string,entity/id,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,facebook_id,facebook_data[].facebook_id,observed,string,entity/id,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,free_diamonds_collected,free_diamonds_collected,observed,boolean,currency/balance,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,ftue,ftue,observed,boolean,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,value,ftue_completion_reward[].big_chips_delta.value,observed,string,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,chips_delta,ftue_completion_reward[].chips_delta,observed,string,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,id,ftue_completion_reward[].id,observed,integer,entity/id,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,flags,game_category[].flags,observed,integer,other,observed-live,1,7,7,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,game_category,game_category[].game_category,observed,string,other,observed-live,1,7,7,6,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,game_subcategory,game_category[].game_subcategory,observed,string,other,observed-live,1,2,2,2,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,lobby_size,game_category[].lobby_size,observed,integer,other,observed-live,1,7,7,2,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,idfa_count,idfa_count,observed,integer,progression/state,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,amount,inventory[].amount,observed,string,cost/input,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,id,inventory[].id,observed,integer,entity/id,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,id,locked_feature[].id,observed,integer,entity/id,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,level,locked_feature[].level,observed,string,progression/state,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,minLevel,multipliers.multiplier[].entry[].minLevel,observed,integer,progression/state,observed-live,1,952,952,364,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,value,multipliers.multiplier[].entry[].value,observed,number,other,observed-live,1,952,952,826,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,type,multipliers.multiplier[].type,observed,string,other,observed-live,1,16,16,16,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,mystery_reward_level,mystery_reward_level,observed,string,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,name_changes_count,name_changes_count,observed,integer,progression/state,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,level,next_mystery_reward.level,observed,string,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,value,next_mystery_reward.rewards[].big_chips_delta.value,observed,string,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,charms_trade_token_delta,next_mystery_reward.rewards[].charms_trade_token_delta,observed,integer,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,chips_delta,next_mystery_reward.rewards[].chips_delta,observed,string,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,box_id,next_mystery_reward.rewards[].collectibles_box.box_id,observed,integer,entity/id,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,box_type,next_mystery_reward.rewards[].collectibles_box.box_type,observed,integer,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,raffle_id,next_mystery_reward.rewards[].collectibles_box.raffle_id,observed,string,entity/id,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,source,next_mystery_reward.rewards[].collectibles_box.source,observed,integer,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,theme_id,next_mystery_reward.rewards[].collectibles_box.theme_id,observed,integer,entity/id,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,type,next_mystery_reward.rewards[].collectibles_box.type,observed,integer,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,box_id,next_mystery_reward.rewards[].collectibles_box_info.box_id,observed,integer,entity/id,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,box_type,next_mystery_reward.rewards[].collectibles_box_info.box_type,observed,integer,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,event_type,next_mystery_reward.rewards[].collectibles_box_info.event_type,observed,integer,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,highest_guaranteed_rarity,next_mystery_reward.rewards[].collectibles_box_info.highest_guaranteed_rarity,observed,integer,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,highest_guaranteed_rarity_items_count,next_mystery_reward.rewards[].collectibles_box_info.highest_guaranteed_rarity_items_count,observed,integer,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,items_count,next_mystery_reward.rewards[].collectibles_box_info.items_count,observed,integer,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,id,next_mystery_reward.rewards[].id,observed,integer,entity/id,observed-live,1,3,3,3,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,mystery_reward_level,next_mystery_reward.rewards[].mystery_reward_level,observed,string,reward/output,observed-live,1,3,3,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,avatar_id,profile.avatar.avatar_id,observed,string,entity/id,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,country_flag,profile.avatar.country_flag,observed,integer,segment/eligibility/limit,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,level,profile.avatar.level,observed,integer,progression/state,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,name,profile.avatar.name,observed,string,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,user_id,profile.avatar.user_id,observed,string,entity/id,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,value,profile.chips.value,observed,string,currency/balance,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,diamonds,profile.diamonds,observed,string,currency/balance,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,value,profile.fame.value,observed,string,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,fame_chips_ratio,profile.fame_chips_ratio,observed,number,currency/balance,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,fame_max_increment,profile.fame_info[].fame_max_increment,observed,string,other,observed-live,1,3,3,2,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,fame_req_id,profile.fame_info[].fame_req_id,observed,integer,entity/id,observed-live,1,3,3,3,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,last_activity,profile.last_activity,observed,integer,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,legacy_chips,profile.legacy_chips,observed,string,currency/balance,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,legacy_fame,profile.legacy_fame,observed,string,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,likes,profile.likes,observed,string,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,game_category,profile.profile.statistic[].game_category,observed,string,other,observed-live,1,2,2,2,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,key,profile.profile.statistic[].map.element[].key,observed,integer,entity/id,observed-live,1,6,6,6,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,value,profile.profile.statistic[].map.element[].value_big_int.value,observed,string,other,observed-live,1,2,2,2,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,value_int,profile.profile.statistic[].map.element[].value_int,observed,string,other,observed-live,1,6,6,5,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,value_string,profile.profile.statistic[].map.element[].value_string,observed,string,other,observed-live,1,1,0,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,rank,profile.rank.rank,observed,integer,progression/state,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,rank_req_value,profile.rank.rank_req_value[],observed,string,progression/state,observed-live,1,3,3,2,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,xp,profile.xp,observed,number,other,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,xp_level,profile.xp_level,observed,number,progression/state,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,rate_us_bonus,rate_us_bonus,observed,boolean,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,flag,recommended_game[].flag,observed,integer,other,observed-live,1,4,4,2,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,name,recommended_game[].name,observed,string,other,observed-live,1,4,4,4,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,type,rewards_data.state_info.extra_items.extra_items[].type,observed,integer,reward/output,observed-live,1,2,2,2,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,levels_amount,rewards_data.state_info.extra_items.extra_items[].value[].level.levels_amount,observed,integer,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,target_level,rewards_data.state_info.extra_items.extra_items[].value[].level.target_level,observed,integer,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,value,rewards_data.state_info.extra_items.extra_items[].value[].level.value,observed,integer,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,type,rewards_data.state_info.extra_items.extra_items[].value[].type,observed,integer,reward/output,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,hourly_bonus_timer,rewards_data.state_info.hourly_bonus_timer,observed,integer,timing/reset/expiry,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,count,server_info[].count,observed,integer,progression/state,observed-live,1,2,2,2,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,protocol_version,server_info[].protocol_version,observed,integer,other,observed-live,1,2,2,2,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,session_count,session_count,observed,string,progression/state,observed-live,1,1,1,1,single-observation,LOT-20260827-A
authentication,live_path,AppServer.proto,Casino.LoginResponse,,shop_bonus_timer,shop_bonus_timer,observed,integer,timing/reset/expiry,observed-live,1,1,1,1,single-observation,LOT-20260827-A
