domain,service,method,payload_type,field_path,value_type,messages_seen
offers/economy,AppServer,StartPersonalOffer,Casino.StartPersonalOfferResponse,status,string,1
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,id.config_id,string,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,id.offer_type,integer,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.config_id,string,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.created_at,integer,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.item[].metadata[].key,string,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.item[].metadata[].value,string,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.item[].source,string,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.item[].type,string,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.item[].value,string,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.metadata[].key,string,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.metadata[].value,string,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.product_id,string,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.signature,string,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferRequest,paid_offer.source,string,2
offers/economy,AppServer,TriggerDirectPurchaseOffer,Casino.TriggerDirectPurchaseOfferResponse,status,string,2
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,event_id,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,expire,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,hbi_data.custom_fields,object,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,hbi_data.id,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.art_config.expiration_date,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.art_config.package[].path,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.art_config.package[].reskin_name,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.art_config.package[].type,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.art_config.package[].version,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.black_lottery.config_hbi_data[].config_identifier,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.black_lottery.config_hbi_data[].config_type,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.black_lottery.config_hbi_data[].hbi_data.id,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.black_lottery.event_id,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.black_lottery.expire,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.bulk_play_cap,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.config_hbi_data[].config_identifier,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.config_hbi_data[].config_type,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.config_hbi_data[].hbi_data.id,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.free_ticket.progress,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.free_ticket.threshold,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.free_ticket.ticket_color,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.free_ticket_timestamp,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.lottery_multiplier.level,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.lottery_multiplier.multiplier,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.puzzle_board[].position,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.puzzle_board[].puzzle_color,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.puzzle_board[].reward.big_chips_delta.value,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.puzzle_board[].reward.chips_delta,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.puzzle_board[].reward.id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.puzzle_board_multiplier[].color,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.puzzle_board_multiplier[].multiplier_percent,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.show_tutorial,boolean,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_balance[].amount,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_balance[].id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].big_chips_delta.value,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].charms_trade_token_delta,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].chips_delta,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].collectibles_box.box_id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].collectibles_box.box_type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].collectibles_box.raffle_id,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].collectibles_box.source,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].collectibles_box.theme_id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].collectibles_box.type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].collectibles_box_info.box_id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].collectibles_box_info.box_type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].collectibles_box_info.event_type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].collectibles_box_info.highest_guaranteed_rarity,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].collectibles_box_info.highest_guaranteed_rarity_items_count,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].collectibles_box_info.items_count,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].extra_item_boost.time.duration,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].extra_item_boost.time.expire_time,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].extra_item_boost.time.value,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].extra_item_boost.type,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].inventory_delta.amount,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].inventory_delta.id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].lottery_puzzle.color,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].reward[].reward[].lottery_puzzle.delta,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.ticket_reward[].ticket_color,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.tickets_products[].product[].product_id,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.tickets_products[].product[].reward_data[].reward.id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.tickets_products[].product[].reward_data[].reward.inventory_delta.amount,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.tickets_products[].product[].reward_data[].reward.inventory_delta.id,integer,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.tickets_products[].product[].reward_data[].reward.loyalty_points,string,5
other/unknown,AppClient,AddDciEvent,Casino.AddDciEventRequest,lottery.tickets_products[].ticket_color,string,5
other/unknown,AppClient,LikeNotify,Casino.LikeNotifyRequest,friend,boolean,1
other/unknown,AppClient,LikeNotify,Casino.LikeNotifyRequest,receiver_user_id,string,1
other/unknown,AppClient,LikeNotify,Casino.LikeNotifyRequest,sender_user_id,string,1
other/unknown,AppClient,SendAdditionalData,Casino.AdditionalDataRequest,additional_data.data[].key,integer,46
other/unknown,AppClient,SendAdditionalData,Casino.AdditionalDataRequest,additional_data.data[].value_string,string,46
other/unknown,AppClient,UpdateAnnouncements,Casino.UpdateAnnouncementsRequest,added[].banner.cooldown,integer,2
other/unknown,AppClient,UpdateAnnouncements,Casino.UpdateAnnouncementsRequest,added[].banner.cta_text,string,7
other/unknown,AppClient,UpdateAnnouncements,Casino.UpdateAnnouncementsRequest,added[].banner.deep_link,string,4
other/unknown,AppClient,UpdateAnnouncements,Casino.UpdateAnnouncementsRequest,added[].banner.scenario[].display_priority,integer,7
other/unknown,AppClient,UpdateAnnouncements,Casino.UpdateAnnouncementsRequest,added[].banner.scenario[].id,integer,7
other/unknown,AppClient,UpdateAnnouncements,Casino.UpdateAnnouncementsRequest,added[].banner.url[],string,7
other/unknown,AppClient,UpdateAnnouncements,Casino.UpdateAnnouncementsRequest,added[].offer_base.expire,string,7
other/unknown,AppClient,UpdateAnnouncements,Casino.UpdateAnnouncementsRequest,added[].offer_base.id.config_id,string,7
other/unknown,AppClient,UpdateAnnouncements,Casino.UpdateAnnouncementsRequest,added[].offer_base.id.offer_type,integer,7
other/unknown,AppClient,UpdateAnnouncements,Casino.UpdateAnnouncementsRequest,added[].offer_base.name,string,7
other/unknown,AppClient,UpdateAnnouncements,Casino.UpdateAnnouncementsRequest,added[].offer_base.segment_id,string,7
other/unknown,AppServer,CollectHourlyBonus,Casino.CollectHourlyBonusResponse,chips_delta,string,1
other/unknown,AppServer,CollectHourlyBonus,Casino.CollectHourlyBonusResponse,hourly_bonus_timer,integer,1
other/unknown,AppServer,CollectHourlyBonus,Casino.CollectHourlyBonusResponse,status,string,1
other/unknown,AppServer,FocusChange,Casino.FocusChangeRequest,focus,boolean,2
other/unknown,AppServer,LikePlayer,Casino.LikePlayerRequest,user_id,string,1
other/unknown,AppServer,LikePlayer,Casino.LikePlayerResponse,like_cooldown,integer,1
other/unknown,AppServer,LikePlayer,Casino.LikePlayerResponse,status,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerRequest,user_id,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,current_game_joinable,boolean,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.avatar.avatar_id,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.avatar.country_flag,integer,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.avatar.level,integer,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.avatar.name,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.avatar.online,boolean,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.avatar.user_id,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.chips.value,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.current_game.info.def.category,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.current_game.info.def.name,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.current_game.info.def.params.element[].jackpot_id[],integer,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.current_game.info.def.params.element[].key,integer,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.current_game.info.def.params.element[].value_bet[],string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.current_game.info.def.params.element[].value_bytes,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.current_game.info.def.params.element[].value_double,number,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.current_game.info.def.params.element[].value_int,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.current_game.info.def.params.element[].value_string,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.current_game.info.room_id,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.current_game.info.server_id,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.current_game.mode,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.diamonds,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.fame.value,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.fame_chips_ratio,number,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.fame_info[].fame_max_increment,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.fame_info[].fame_req_id,integer,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.last_activity,integer,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.legacy_chips,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.legacy_fame,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.likes,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.profile.statistic[].game_category,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.profile.statistic[].map.element[].key,integer,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.profile.statistic[].map.element[].value_big_int.value,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.profile.statistic[].map.element[].value_int,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.profile.statistic[].map.element[].value_string,string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.rank.rank,integer,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.rank.rank_req_value[],string,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.xp,number,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,profile.xp_level,number,1
other/unknown,AppServer,QueryPlayer,Casino.QueryPlayerResponse,status,string,1
other/unknown,AppServer,ResetUserInactivity,Casino.ResetUserInactivityRequest,mode,string,140
other/unknown,AppServer,SyncTime,Casino.SyncTimeResponse,status,string,1
other/unknown,AppServer,SyncTime,Casino.SyncTimeResponse,time_ms,string,1
other/unknown,AppServer,TriggerAnnouncement,Casino.TriggerAnnouncementRequest,id.config_id,string,4
other/unknown,AppServer,TriggerAnnouncement,Casino.TriggerAnnouncementRequest,id.offer_type,integer,4
other/unknown,AppServer,TriggerAnnouncement,Casino.TriggerAnnouncementResponse,status,string,4
passes/events,AppClient,VaultUpdate,Casino.VaultUpdateRequest,is_restricted_mode,boolean,5
passes/events,AppClient,VaultUpdate,Casino.VaultUpdateRequest,vault_event.config_hbi_data[].config_identifier_str,string,5
passes/events,AppClient,VaultUpdate,Casino.VaultUpdateRequest,vault_event.config_hbi_data[].config_type,string,5
passes/events,AppClient,VaultUpdate,Casino.VaultUpdateRequest,vault_event.config_hbi_data[].hbi_data.id,string,5
passes/events,AppClient,VaultUpdate,Casino.VaultUpdateRequest,vault_event.event_id,string,5
passes/events,AppClient,VaultUpdate,Casino.VaultUpdateRequest,vault_event.vault.minimum_level,integer,5
passes/events,AppClient,VaultUpdate,Casino.VaultUpdateRequest,vault_event.vault.segment_id,string,5
passes/events,AppClient,VaultUpdate,Casino.VaultUpdateRequest,vault_event.vault.state,string,5
passes/events,MiniPassClient,MiniPassMilestoneCompleted,Casino.MiniPassMilestoneCompletedRequest,event_id,string,1
passes/events,MiniPassClient,MiniPassMilestoneCompleted,Casino.MiniPassMilestoneCompletedRequest,milestones[].free_reward.collected,boolean,1
passes/events,MiniPassClient,MiniPassMilestoneCompleted,Casino.MiniPassMilestoneCompletedRequest,milestones[].free_reward.items[].source,string,1
passes/events,MiniPassClient,MiniPassMilestoneCompleted,Casino.MiniPassMilestoneCompletedRequest,milestones[].free_reward.items[].type,string,1
passes/events,MiniPassClient,MiniPassMilestoneCompleted,Casino.MiniPassMilestoneCompletedRequest,milestones[].free_reward.items[].value,string,1
passes/events,MiniPassClient,MiniPassMilestoneCompleted,Casino.MiniPassMilestoneCompletedRequest,milestones[].free_reward.reward_bundle_id,string,1
passes/events,MiniPassClient,MiniPassMilestoneCompleted,Casino.MiniPassMilestoneCompletedRequest,milestones[].requirement,string,1
passes/events,MiniPassClient,MiniPassMilestoneCompleted,Casino.MiniPassMilestoneCompletedRequest,pass_status,string,1
passes/events,MiniPassClient,MiniPassMilestoneCompleted,Casino.MiniPassMilestoneCompletedRequest,phase_id,string,1
passes/events,MiniPassClient,MiniPassMissionCompleted,Casino.MiniPassMissionCompletedRequest,event_id,string,5
passes/events,MiniPassClient,MiniPassMissionCompleted,Casino.MiniPassMissionCompletedRequest,mission.action_type,string,5
passes/events,MiniPassClient,MiniPassMissionCompleted,Casino.MiniPassMissionCompletedRequest,mission.hbi_name,string,5
passes/events,MiniPassClient,MiniPassMissionCompleted,Casino.MiniPassMissionCompletedRequest,mission.id,string,5
passes/events,MiniPassClient,MiniPassMissionCompleted,Casino.MiniPassMissionCompletedRequest,mission.items[].metadata[].key,string,5
passes/events,MiniPassClient,MiniPassMissionCompleted,Casino.MiniPassMissionCompletedRequest,mission.items[].metadata[].value,string,5
passes/events,MiniPassClient,MiniPassMissionCompleted,Casino.MiniPassMissionCompletedRequest,mission.items[].source,string,5
passes/events,MiniPassClient,MiniPassMissionCompleted,Casino.MiniPassMissionCompletedRequest,mission.items[].type,string,5
passes/events,MiniPassClient,MiniPassMissionCompleted,Casino.MiniPassMissionCompletedRequest,mission.items[].value,string,5
passes/events,MiniPassClient,MiniPassMissionCompleted,Casino.MiniPassMissionCompletedRequest,mission.iteration,string,5
passes/events,MiniPassClient,MiniPassMissionCompleted,Casino.MiniPassMissionCompletedRequest,mission.progress.value,string,5
passes/events,MiniPassClient,MiniPassMissionCompleted,Casino.MiniPassMissionCompletedRequest,mission.requirement.value,string,5
passes/events,MiniPassClient,MiniPassMissionCompleted,Casino.MiniPassMissionCompletedRequest,phase_id,string,5
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsRequest,event_id,string,1
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsRequest,phase_id,string,1
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsResponse,missions[].action_type,string,1
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsResponse,missions[].hbi_name,string,1
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsResponse,missions[].id,string,1
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsResponse,missions[].items[].metadata[].key,string,1
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsResponse,missions[].items[].metadata[].value,string,1
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsResponse,missions[].items[].source,string,1
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsResponse,missions[].items[].type,string,1
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsResponse,missions[].items[].value,string,1
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsResponse,missions[].iteration,string,1
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsResponse,missions[].progress.value,string,1
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsResponse,missions[].requirement.value,string,1
passes/events,MiniPassServer,MiniPassGetMissions,Casino.MiniPassGetMissionsResponse,status,string,1
passes/events,MiniPassServer,MiniPassTutorialCompleted,Casino.MiniPassTutorialCompletedResponse,status,string,1
slots,AppServer,GetJackpotValues,Casino.GetJackpotValuesRequest,jackpot_id[],integer,30
slots,AppServer,GetJackpotValues,Casino.GetJackpotValuesResponse,legacy_value[],string,30
slots,AppServer,GetJackpotValues,Casino.GetJackpotValuesResponse,status,string,30
slots,AppServer,GetJackpotValues,Casino.GetJackpotValuesResponse,value[].value,string,30
slots,AppServer,GetPlayerList,Casino.GetPlayerListRequest,category,string,48
slots,AppServer,GetPlayerList,Casino.GetPlayerListRequest,max_results,integer,48
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,entry[].avatar.avatar_frame.id,integer,15
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,entry[].avatar.avatar_frame.level,integer,15
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,entry[].avatar.avatar_id,string,17
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,entry[].avatar.club_division,integer,17
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,entry[].avatar.country_flag,integer,17
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,entry[].avatar.game_category,string,13
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,entry[].avatar.gift.expire,integer,7
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,entry[].avatar.gift.gift_id,integer,7
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,entry[].avatar.level,integer,17
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,entry[].avatar.name,string,17
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,entry[].avatar.user_id,string,17
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,entry[].event_flags,string,6
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,players_number,integer,48
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,remove_user_id[],string,4
slots,AppServer,GetPlayerList,Casino.GetPlayerListResponse,status,string,48
slots,AppServer,JoinGame,Casino.JoinGameRequest,game_def_hash,string,2
slots,AppServer,JoinGame,Casino.JoinGameRequest,game_name,string,2
slots,AppServer,JoinGame,Casino.JoinGameRequest,reconnect,boolean,2
slots,AppServer,JoinGame,Casino.JoinGameResponse,game_mode,string,2
slots,AppServer,JoinGame,Casino.JoinGameResponse,status,string,2
slots,AppServer,LeaveGame,Casino.LeaveGameResponse,status,string,2
slots,AppServer,ListGames,Casino.ListGamesRequest,category,string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,frame[].name,string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,frame[].slot_family[],string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].game.category,string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].game.name,string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].game.params.element[].jackpot_id[],integer,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].game.params.element[].key,integer,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].game.params.element[].value_bet[],string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].game.params.element[].value_bytes,string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].game.params.element[].value_double,number,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].game.params.element[].value_int,string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].game.params.element[].value_integers[],string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].game.params.element[].value_string,string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].game.params.element[].value_strings[],string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].jackpot[].id,integer,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].jackpot[].legacy_value,string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].jackpot[].value.value,string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,game[].user_count,string,2
slots,AppServer,ListGames,Casino.ListGamesResponse,status,string,2
slots,AppServer,QueryGame,Casino.QueryGameRequest,game_name,string,6
slots,AppServer,QueryGame,Casino.QueryGameRequest,include_jackpot,boolean,4
slots,AppServer,QueryGame,Casino.QueryGameResponse,game_entry.game.category,string,6
slots,AppServer,QueryGame,Casino.QueryGameResponse,game_entry.game.name,string,6
slots,AppServer,QueryGame,Casino.QueryGameResponse,game_entry.game.params.element[].jackpot_id[],integer,6
slots,AppServer,QueryGame,Casino.QueryGameResponse,game_entry.game.params.element[].key,integer,6
slots,AppServer,QueryGame,Casino.QueryGameResponse,game_entry.game.params.element[].value_bet[],string,6
slots,AppServer,QueryGame,Casino.QueryGameResponse,game_entry.game.params.element[].value_bytes,string,6
slots,AppServer,QueryGame,Casino.QueryGameResponse,game_entry.game.params.element[].value_double,number,6
slots,AppServer,QueryGame,Casino.QueryGameResponse,game_entry.game.params.element[].value_int,string,6
slots,AppServer,QueryGame,Casino.QueryGameResponse,game_entry.game.params.element[].value_string,string,6
slots,AppServer,QueryGame,Casino.QueryGameResponse,game_entry.jackpot[].id,integer,4
slots,AppServer,QueryGame,Casino.QueryGameResponse,game_entry.jackpot[].legacy_value,string,4
slots,AppServer,QueryGame,Casino.QueryGameResponse,game_entry.jackpot[].value.value,string,4
slots,AppServer,QueryGame,Casino.QueryGameResponse,status,string,6
slots,AppServer,QueryGamePlayer,Casino.QueryGamePlayerRequest,user_id[],string,2
slots,AppServer,QueryGamePlayer,Casino.QueryGamePlayerResponse,player[].avatar.avatar_frame.id,integer,1
slots,AppServer,QueryGamePlayer,Casino.QueryGamePlayerResponse,player[].avatar.avatar_frame.level,integer,1
slots,AppServer,QueryGamePlayer,Casino.QueryGamePlayerResponse,player[].avatar.avatar_id,string,2
slots,AppServer,QueryGamePlayer,Casino.QueryGamePlayerResponse,player[].avatar.club_division,integer,2
slots,AppServer,QueryGamePlayer,Casino.QueryGamePlayerResponse,player[].avatar.country_flag,integer,2
